7.8,50.5,4.5,0.9,0.0012,394,6.14,0.28,669,2,2,2
4.4,51.6,0.8,0.4,0.0003,378,5.67,0.34,642,2,2,2
5.7,47.9,4.5,0.6,0.0015,383,5.52,0.28,674,2,2,2
